       EEG1       EEG2       EEG3       EEG4
       -2.9       -4.1       16.3       -5.0
        1.1        2.6       15.5       -2.0
        8.1       11.6       14.3        1.8
       17.0       23.1       11.6        6.1
       24.4       32.9        7.8        9.6
       27.3       36.0        4.1        6.6
       24.4       31.5        1.4       -0.6
       16.3       21.8       -0.9       -4.0
        5.6       10.8       -2.6       -1.9
       -4.8        1.4       -3.6        0.9
      -15.3       -6.1       -5.4       -0.5
      -26.8      -13.1       -7.9       -5.3
      -37.4      -19.1       -9.9       -9.4
      -45.6      -22.8      -11.8      -10.5
      -51.9      -26.0      -13.9       -9.8
      -56.1      -31.1      -14.4       -9.0
      -57.6      -36.6      -11.9       -9.3
      -56.3      -40.6       -7.0       -9.1
      -52.1      -43.5       -1.4       -5.4
      -47.0      -47.3        3.9       -1.3
      -43.5      -51.4        8.1       -3.8
      -42.8      -53.0       10.8       -9.6
      -43.9      -51.1       11.9      -11.9
      -45.1      -48.4       11.9       -8.3
      -46.1      -46.9        9.4       -0.9
      -47.1      -45.5        4.1        5.9
      -46.9      -43.6       -1.5        9.1
      -44.5      -43.8       -4.1        8.1
      -41.9      -47.6       -3.0        4.1
      -40.9      -52.6        0.0        1.5
      -41.0      -54.9        1.9        2.9
      -40.1      -52.8        1.4        5.9
      -37.0      -47.8       -0.6        9.6
      -32.6      -40.6       -2.5       13.1
      -26.9      -30.3       -2.4       11.0
      -20.6      -18.9       -0.3        2.6
      -16.4      -10.3        1.4       -5.8
      -15.1       -4.5        0.9       -9.1
      -15.4       -0.1       -1.0       -7.3
      -14.8        3.4       -2.1       -3.3
      -11.6        5.3       -1.4        1.4
       -6.6        5.3       -0.3        5.4
       -0.8        5.4        0.9        6.3
        5.3        6.9        2.5        4.9
        9.8        8.9        4.5        5.1
       11.9       11.8        5.4        6.8
       12.8       16.3        5.0        7.1
       11.9       19.3        5.6        6.4
        7.3       15.9        8.1        5.8
        0.4        7.1       11.5        5.3
       -4.6       -0.3       14.8        6.6
       -5.8       -1.8       17.8        8.8
       -3.5        2.1       20.6        5.3
        0.3        8.8       21.4       -3.0
        4.3       15.6       18.0       -9.0
        8.6       19.9       11.4      -10.3
       13.0       20.8        4.8      -10.3
       17.4       20.9        0.9      -11.6
       23.3       23.6       -0.9      -12.3
       30.8       29.8       -1.6       -9.9
       37.0       36.0       -1.6       -6.5
       39.3       39.0       -1.5       -4.3
       37.9       37.9       -1.0       -1.3
       35.3       34.4        1.5        4.5
       34.1       32.5        6.4       10.8
       36.5       34.3       12.8       11.5
       41.6       38.5       17.6        3.0
       46.8       43.6       18.1       -8.9
       49.5       48.4       15.1      -16.4
       48.3       51.0       12.0      -17.8
       43.5       49.3       10.9      -17.0
       37.5       42.6       12.6      -17.0
       31.9       34.1       16.5      -16.4
       27.3       28.0       19.6      -15.0
       24.6       26.0       19.9      -14.6
       24.5       27.9       17.3      -13.8
       27.0       32.4       13.5      -10.3
       30.9       37.9       10.5       -5.9
       33.6       43.1        8.5       -2.9
       34.8       47.9        7.4       -0.8
       36.1       52.3        8.3        1.3
       37.6       55.5       10.8        4.4
       37.9       55.5       12.1        9.1
       38.1       52.8       11.4        8.8
       39.8       51.1        9.1       -0.1
       42.3       52.0        5.8       -8.4
       44.1       52.1        1.6       -9.0
       44.1       50.9       -2.9       -4.9
       41.5       49.1       -6.6       -2.4
       37.0       46.0       -8.9       -5.5
       32.5       41.6       -9.9      -10.9
       30.4       38.8      -10.3      -11.0
       31.0       37.3       -9.9       -6.0
       32.0       33.8       -9.8       -4.4
       31.5       28.8      -11.6       -9.1
       30.5       25.5      -14.5      -14.5
       29.9       23.9      -15.6      -14.5
       26.9       19.5      -14.5       -9.5
       18.4        9.6      -12.5       -5.1
        5.9       -2.0      -10.6       -4.1
       -6.1       -9.8       -9.5       -2.8
      -14.8      -12.0       -9.9        1.1
      -19.1       -9.3      -11.8        4.3
      -19.0       -1.8      -14.5        5.1
      -14.6        7.1      -17.8        4.1
       -7.4       14.0      -21.3        0.5
        1.3       20.3      -24.3       -4.8
       10.1       28.3      -25.1       -9.0
       18.9       36.8      -22.8      -12.3
       26.3       41.9      -18.0      -15.3
       31.6       42.5      -12.3      -16.9
       34.8       40.5       -6.3      -15.5
       34.4       36.3       -2.0      -13.4
       30.5       28.4       -0.9      -16.0
       24.8       17.6       -1.3      -21.4
       18.6        7.1       -1.5      -23.1
       12.8       -0.6       -1.9      -18.6
        7.1       -4.8       -1.8      -11.3
        1.4       -5.4       -0.4       -6.3
       -5.4       -4.8        1.4       -4.9
      -11.9       -6.1        2.9       -4.8
      -16.1      -10.4        3.6       -5.0
      -18.5      -15.4        2.5       -6.1
      -21.1      -19.5       -0.4       -6.8
      -24.9      -24.3       -4.1       -4.0
      -29.3      -31.9       -7.8        0.5
      -33.1      -42.1      -11.1        0.6
      -35.5      -51.9      -14.3       -3.5
      -36.9      -57.8      -16.6       -6.1
      -38.0      -58.1      -17.8       -4.4
      -37.6      -52.0      -17.0       -0.6
      -34.3      -40.3      -14.6        0.6
      -28.8      -26.4      -11.5       -0.4
      -22.4      -14.3       -8.4       -1.5
      -15.9       -6.3       -6.4       -3.6
      -11.0       -3.0       -6.8       -7.3
       -9.3       -3.8       -9.1       -9.3
       -9.6       -7.5      -11.1       -9.4
       -9.9      -12.8      -10.5      -10.5
       -9.8      -17.4       -6.5      -11.0
      -11.8      -21.4       -0.5       -8.4
      -18.4      -27.5        5.3       -3.9
      -28.8      -37.9        8.5       -1.0
      -40.3      -51.4        8.9       -4.5
      -50.4      -65.0        7.4      -12.3
      -57.4      -75.8        4.6      -17.8
      -61.3      -82.1        1.6      -17.6
      -64.4      -85.1       -0.8      -12.4
      -68.5      -85.9       -1.4       -7.1
      -74.0      -85.5       -0.5       -5.1
      -80.1      -87.4        0.4       -4.6
      -84.3      -92.4        1.1       -5.1
      -84.3      -95.8        2.0       -6.4
      -80.1      -94.4        2.3       -6.8
      -74.4      -89.9        0.8       -7.8
      -70.3      -85.4       -1.6       -9.1
      -68.4      -82.6       -3.5       -4.8
      -67.8      -81.5       -5.0        4.1
      -68.4      -81.5       -6.3        5.6
      -71.4      -82.1       -6.9       -2.6
      -76.4      -81.5       -7.1      -11.5
      -79.5      -78.3       -6.6      -14.3
      -77.0      -72.9       -4.8      -12.4
      -70.1      -66.3       -2.0      -10.5
      -63.4      -59.5       -0.6       -9.0
      -58.6      -54.1       -0.8       -6.6
      -55.3      -51.4       -0.1       -4.9
      -54.5      -51.1        1.8       -5.4
      -57.6      -51.9        3.3       -6.8
      -62.6      -53.1        3.1       -8.1
      -66.6      -55.5        1.0      -10.3
      -69.1      -58.1       -1.9      -12.8
      -71.4      -60.4       -3.8      -12.3
      -72.9      -62.3       -4.4       -7.9
      -72.9      -62.3       -4.6       -5.6
      -73.3      -60.8       -5.4       -7.8
      -75.9      -59.6       -6.5       -9.3
      -77.4      -57.3       -7.3       -7.9
      -72.9      -50.5       -7.1       -4.4
      -62.3      -39.1       -6.5        0.4
      -49.1      -26.9       -6.4        4.0
      -36.4      -16.8       -7.6        5.1
      -24.8       -9.0      -10.1        4.4
      -15.8       -3.4      -13.5        3.1
      -10.3       -0.1      -16.8        4.4
       -7.0        1.5      -19.0        8.5
       -4.5        4.0      -20.8       12.9
       -2.0        9.1      -22.4       16.3
        1.4       14.9      -22.8       20.6
        5.8       18.0      -21.1       24.5
       10.4       16.5      -18.1       21.5
       14.0       11.6      -14.5       12.8
       16.4        9.9      -11.0        5.6
       19.1       15.5       -8.4        3.4
       24.5       25.9       -6.9        5.0
       30.6       35.8       -7.5        7.6
       34.3       41.5      -10.4        7.5
       35.1       43.9      -13.3        5.6
       35.3       43.8      -14.0        5.6
       36.5       41.1      -12.0        6.6
       39.3       37.9       -8.5        6.8
       42.3       35.9       -5.3        5.5
       44.5       35.3       -2.8        3.6
       46.9       36.0       -1.3        4.1
       50.0       38.4       -1.0        4.8
       53.1       41.0       -2.4        0.3
       55.3       42.5       -5.0       -5.6
       55.9       42.1       -7.5       -5.6
       54.8       39.4       -8.3        0.6
       51.9       35.1       -7.6        8.8
       49.6       32.4       -6.8       14.6
       51.0       34.8       -5.4       16.6
       55.9       43.4       -2.6       15.3
       60.3       53.6       -0.3       12.0
       61.3       59.0       -0.4        9.5
       60.4       57.8       -1.6        8.5
       60.4       52.9       -2.3        6.6
       61.9       50.9       -3.3        4.3
       64.4       55.1       -5.6        7.8
       66.5       58.8       -7.5       16.8
       66.8       54.9       -7.0       18.6
       65.1       47.5       -4.8        8.8
       62.6       42.5       -1.8       -2.9
       59.8       40.4        1.9       -6.6
       56.1       39.5        6.4       -3.0
       51.0       40.5        9.9        1.1
       46.3       46.5       10.3        2.5
       45.3       56.1        7.0        4.0
       48.5       63.9        1.6        5.3
       53.5       68.0       -3.3        3.8
       55.9       68.1       -6.1        1.5
       52.9       63.1       -7.6        0.3
       47.1       54.1       -7.1       -1.8
       43.1       44.6       -4.4       -5.8
       42.1       38.0       -0.5       -9.8
       41.8       37.4        2.4      -10.9
       40.8       42.1        3.9       -5.6
       39.5       46.4        5.5        3.3
       37.9       46.1        6.8        5.9
       35.9       45.1        6.6        1.0
       33.8       46.8        5.8       -4.1
       31.3       47.8        4.6       -5.8
       28.4       44.3        3.6       -6.3
       24.5       36.8        1.6       -8.6
       19.1       28.6       -2.1      -11.0
       12.9       22.1       -6.3      -10.0
        7.1       18.6       -8.6       -7.5
        4.5       18.6       -8.6       -6.1
        6.1       20.3       -7.5       -5.9
        9.6       20.5       -7.6       -7.4
       12.4       18.5       -9.0       -8.1
       13.6       15.4      -10.3       -5.9
       12.9       12.1      -11.5       -5.1
        9.4        8.1      -13.5       -7.6
        4.0        2.9      -14.1       -8.5
       -0.4       -2.6      -11.1       -4.9
       -2.1       -6.0       -6.4        1.0
       -1.8       -6.3       -3.3        5.5
       -0.4       -7.3       -3.4        8.4
        1.5      -13.9       -5.1       10.5
        3.3      -23.6       -5.5       10.1
        4.8      -29.4       -3.8        6.9
        6.5      -28.5       -1.8        3.1
        8.6      -24.3       -0.9        0.3
        9.6      -21.0       -0.8        0.0
        7.4      -19.9       -0.6        3.5
        1.3      -19.5        0.1       11.0
       -7.3      -20.5        2.0       20.0
      -16.5      -24.6        5.3       23.1
      -24.9      -31.1        9.9       18.3
      -30.9      -37.6       13.9       12.0
